,clean_data,sentiment
2178,Although 67 of Americans believe people are claiming religious exemption from getting the #COVID19 #vaccine roughly 65 of employers believe employees with religious objections should keep their job despite being unvaccinated Learn more via https://t.co/9VwG8VhQIb,neu
427,This is a news article about a study concerning the highly controversial issue of long covid not heart attacks There can also be long term consequences for the vaccine both need to be factored in for risk,neg
687,Insane Spike in Heart Attacks and Strokes Prompts German Emergency Services to Demand Suspension of Covid Vaccine Mandates https://t.co/SAeI0uCPvS spike proteins in both Covid 19 and the jabs are causing microclots across the body Jct I've been telling them,neg
1622,where gonna infect every American with Covid CIA bimbo vaccine and buster your gonna like it,pos
217,Like kids need masks so they won die from covid Like the Vaccine is 95 effective in preventing covid Like man shot four times in the head died of covid You mean that disinformation,pos
2497,You are not lucky.Your body fought the virus naturally and developed a full spectrum of protection I believe the vaccine negatively affects this process Like you my family and I had Covid before the vaccines were available.Since then we have been exposed and not been reinfected,pos
1786,AFAIK Trump was treated for his COVID case Not vaxed IMO it is simple For older people risk of COVID is higher than risk of Vaccine for younger people the opposite is true,neg
2304,NYC COVID vaccine testing truck blocking the walk don't walk signal is peak NYC COVID response https://t.co/vZWF9y8445,neg
883,The plaintiffs who filed suit against Confluence Health over its Covid 19 vaccine mandate are using statutes designed to protect disabled folks from discrimination as a part of their case Interesting legal strategy https://t.co/cjqqly6V91,pos
227,Covid is fuck all Vaccine killed more people,neg
224,Europe Protests against vaccine mandate Omicron New Variant Covid 19 Corona English News https://t.co/T150kEUDYS,neg
2553,It was in answer to the question of risks of hospitalisation from covid at the time of the vaccine rollout,neg
1635,Stop the COVID 19 vaccines insanity It takes a decade to develop safe vaccine Concentrate on therapeutics There is plenty anti viral medication that works COVID 19 terrorist doctors politicians must be held accountable https://t.co/J1H4Gcuix8,neg
2572,"Gives a story in keeping with vaccine injury post-COVID ...

... then changes story ...

... but doesn't realise in new made-up story that now she's got Long COVID after severe COVID after triple vaxx'ing #COVIDianlife https://t.co/3GkdLfBkVi",neg
1371,You e all set man you injected a perfectly safe vaccine that both Biden and Trump endorse I wi survive covid without it People can take their own precautions Live and let live,pos
2621,Rising COVID 19 cases prompt warnings for Illinoisans 閳ユΟo remain vigilant and remain up to date閳 on vaccine shots How can Illinoisans remain vigilant when thousands think the virus is a hoax and rest simply do not care about any safety precautions,neg
2597,You know Covid has the same effects as a small percentage of people's reaction to the vaccines How do you know that this is vaccine related The data seems to messy to me,neg
944,My 4 kids had covid pre vaccine and for them the only thing that lasted was loss of smell For one of them it was 4 weeks Otherwise quick and full recoveries Thank God,pos
831,British Student paramedic 18 died of clot two weeks after having Covid vaccine https://t.co/lTDJ9ytQ3q,neg
667,Update Vaccine Requirement in Schools CDPH announced that the student vaccine mandate will be delayed until no sooner than July 1 2023 This update comes as the FDA has not yet fully approved the COVID 19 vaccine for ages within the 7-12 grade span See https://t.co/YwZtbgEcH5 https://t.co/r0fVLYnQSS,neg
923,And yes Covid causes enlarged hearts blood clots aneurysms Is why the vax has some of same side affects only milder due to the immune response of the body against covid whether introduced a,pos
333,I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda https://t.co/HZVXBMK9GU A friend of mine recently bought 40 of these books to distr,pos
9,To study media coverage of the AstraZeneca COVID 19 vaccine we analysed tweets containing AstraZeneca and links in the most frequently retweeted tweets Additionally we investigated co tweet networks and revealed bot activity related to the discourse,neu
982,Trump never pretended it was of no concern You have no idea what he did to try to stop covid from spreading an also crated the dam vaccine yall love What wrong with tax breaks how do you keep the rich here crea,neu
2580,No saw what your attempting to say but let閳ユ獨 stick to facts No one ever stated the Covid vaccine was 100 effective What they did say is it helps control spread and reduces the severity of the infection deaths and need for hospitalization,pos
121,This Indian arm COVID 19 vaccine is a ray of hope https://t.co/PkvaF8XuMX,pos
2467,Have they determined what type of hepatitis the children have contracted yet Without any other indicator it most likely is vaccine derived possibly from a different flu strain interaction It must have a cause the most scary would be #COVID but unlikely as so prevalent,neg
1914,More than 80 of babies hospitalized with COVID 19 were born to moms who were not vaccinated during pregnancy per new study The vaccine provides protection for mom baby #vaxyourfam https://t.co/4P6u1I7xLQ,neu
1764,Actual coronavirus infection any of them doesn't provide long duration protection from infection unlikely a vaccine ever will Measles smallpox etc infection did does provide such immunity Most vaccines,neu
618,Any major stress to the immune system life event illness or possible vaccine can bring on shingles I got it shortly after buying and moving into house during pandemic but before Covid vaccine rollout,neg
2586,#Biden https://t.co/PAetaCAkCA Biden閳ユ獨 New COVID Coordinator Wants Vaccine Passports Claims 閳ユ  e Aren閳ユ獩 Anywhere Near the End of This Pandemic閳 Why do these guys always want draconian powers,pos
248,What would you call this Can we say it out loud https://t.co/SPotXywA5J,neu
1161,Our #COVID19 #vaccine dashboard which tracks progress including the of ppl who have received their 1st 2nd 3rd dose of the #COVID19 vaccine in TO has been updated Access the latest data on #vaccination progress in our city https://t.co/M0D5Jcd1or https://t.co/RyiqQqhHvm,pos
1737,wants you to keep up to date with recommended COVID 19 vaccine doses is the best way to protect yourself from being hospitalized with COVID 19 Learn what it means to be up to date and how to lower your risk for hospitalization from COVID 19 ht,pos
2172,Can I still find a free COVID test vaccine or booster What happens if I test positive need COVID treatment or end up in the hospital Answers and more from #COVID19 #NH https://t.co/IS8glSV3P0,pos
70,It doesn't really matter does it Vaccinated People have died from covid A LOT of them Plus more people died under biden with the vaccine,neg
896,Pfizer has new data showing that healthy 5-11- year-olds could benefit from another kid-sized dose of the COVID vaccine and plans to ask the FDA for approval soon https://t.co/DpLaufv5F0,pos
2125,The differences now we have a vaccine that is very effective at preventing severe illness and death For the most part those getting to dying of Covid today have decided they were willing to take the risk of not taking the vaccine,neg
1580,Need to work on the repeal for vaccine mandates in general Not talking about Covid Demanding someone receive an injection against medical recommendation is insane Not everyone can be vaccinated Can believe they did away with med exemptio,neg
2520,Will the COVID 19 Vaccine Series Be Redesigned https://t.co/1loCFePjyF via,neu
2414,POV you get a push notification that says FDA approves emergency use authorization for ... You get excited to sign your 3y o up for the vaccine and then see it's just a new COVID 19 breath test 棣冩 ,pos
1017,https://t.co/vytmnWGU0S and your pushing this,neu
2088,Maybe he shouldn't have been so awful at handling Covid and vaccine rollout It might've been helpful if you hadn't sucked at your job,pos
501,Rare severe liver damage reported in kids in U S and Europe ... Covid Vaccine https://t.co/0cMAt8nrlU,neg
910,I know people that have died from Covid I don know anyone who has died from the vaccine,neg
1875,Opportunity online course on promoting vaccine demand by leveraging social data behavioral insights infodemic management service experience and digital strategies Apply by 8 May https://t.co/JIyNuiWbgu,pos
1942,Covid nasal spray could be next leap in coronavirus vaccine development https://t.co/3VRcsstTNH,neu
1100,NPR said that Mr Musk has some non standard ideas on the Covid virus and vaccine and also has been criticized for his tolerance of racial hate speech and that this is the reason for his desire to get no limits on twitter Would lik,neg
1643,Great idea Our Trust had a vaccine bus to make covid vaccines more accessible,pos
271,It nonsense https://t.co/ikmPVfIj8W,neg
2242,棣冾檯 Air Force Master Sergeant Vincent White Facing Court-Martial After Refusing COVID 19 Vaccine His attempt to get a religious exemption to the U S military閳ユ獨 COVID 19 vaccine mandate was rejected He is slated to go on trial by court-martial Per Epoch Times 棣冾檯,neg
1504,And that leads to a man shooting up a pizza place vaccine hesitancy leading to more Covid deaths people losing faith in the elections and more,neg
182,If you have questions about the COVID 19 vaccine go to trusted sources like a health care provider for more information If you are ready to get a vaccine at no cost to you visit https://t.co/PlCxA7vple #VaccinateWA https://t.co/vr405b7fXu,pos
135,"Overall 4,056 029 eligible Kiwis aged 12 and over or 96.4 per cent have now had their first Covid vaccine dose while 4,005 949 or 95.2 per cent had also had their second jab and 2,609 339 or 71.5 per cent have had their third booster https://t.co/Zrjlu8H5qo",neu
