username,location,text,True or Not,isSarcasm,tweet_date,hashtags_extracted,,,,
Dock Ellis,The Bardo,"@4everNeverTrump ""Suppose that we hit the body with a tremendous, whether it's ultraviolet or just very powerful light...""

https://t.co/kdjeNNiMqm",2,0,2022-04-16 01:34:44+00:00,,,,,
Peter K Burian,Canada,"@AnthonyDaleOHA Will this happen in Ontario?
April 13: Quebec cancelling some hospital procedures amid sharp rise in COVID hospitalizations 
The province is not doing well.
Que.: 2,060 in hospital. Population: 8.5 million 
Ont.: 1,391 in hospital. Population: 15 million
https://t.co/NFrsP1OOVQ",2,0,2022-04-16 01:34:34+00:00,,,,,
Jill ??????????????????,,"@perthrover @NicolaSturgeon Pass this to your boss.
I challenge  @NicolaSturgeon to meet ppl from Aberdeen Covid vaccine trials
You say your grateful
I say you're afraid of criticism
Set a place and time.
@theSNP @scotgov @AberdeenSNP 
@EveningExpress 
@pressjournal
@northsound1",2,0,2022-04-16 01:33:50+00:00,,,,,
Peter K Burian,Canada,"@dw_harrison @MarinaGlogovac @DFisman Will this happen in Ontario?
April 13: Quebec cancelling some hospital procedures amid sharp rise in COVID hospitalizations 
The province is not doing well.
Que.: 2,060 in hospital. Population: 8.5 million 
Ont.: 1,391 in hospital. Population: 15 million
https://t.co/NFrsP1OOVQ",2,0,2022-04-16 01:33:47+00:00,,,,,
Pedro J Martin,"Baghdad, Iraq","RTStateDept: This week, the United States partnered with @gavi #COVAX to donate more than 2.1 million COVID-19 vaccine doses to Comoros, Eswatini, Mauritania, and Nigeria. To see where else we've donated COVID-19 vaccines around the world, visit: ??https://t.co/wjAOxaOr0d",2,0,2022-04-16 01:33:29+00:00,covax,,,,
Zivamom,,"@DirtRoadDefendr @JordanSchachtel And true, the vaccine ??ase??was in process for something like Covid 19??just like when Ebola, H1N1, and Zika??scientists were ALWAYS working! That is how ??arp speed??had the technology??,,,2022-04-16 01:33:25+00:00,
Alyana Miel Osorio,,21. Even though kevin and his mother have been experience difficult in the past few days",2,0,,2022-04-16 01:33:04+00:00,,,,
Advocacy BC,"British Columbia, Canada ",@injurydr @TorontoStar @MarinaGlogovac @DFisman Would you please post a link to your disclosure page for all of the funding you &amp; your department at UofT have received for COVID-19 &amp; COVID vaccine &amp; therapeutics research from 2020-2022? Thanks for your service &amp; work. ??,2,0,2022-04-16 01:32:24+00:00,,,,,
Common Sense Chimp,United States,You have #VAIDS from being #vaccinated with a #vaccine that causes #antibodydependentenhancement (#ADE). This is the future for most people that got the #clotshot. It really didn?? have to be this way. #vaccineinjured #vaccineinjury #Covid_19 #mRNA #CovidVaccine https://t.co/AoX1rFAJE9,3,0,2022-04-16 01:31:44+00:00,"vaids,vaccinated,vaccine,antibodydependentenhancement,ade,clotshot,vaccineinjured,vaccineinjury,covid_19,mrna,covidvaccine",,,,
The Hindu Science,"Chennai, India",This Indian ??arm??COVID-19 vaccine is a ray of hope https://t.co/PkvaF8XuMX,1,0,2022-04-16 01:30:20+00:00,,,,,
Fact Based America,The Internets,"BREAKING: Twelve Massachusetts state police members fired for not getting COVID vaccine
https://t.co/SB4UcnilDy https://t.co/DvJAvP5gFC",2,0,2022-04-16 01:30:06+00:00,,,,,
KHTS Radio,"Santa Clarita, CA","The bill proposed by California Senator Dr. Richard Pan (D-SD-06), would have required all California students, in public, private, pre-schools and daycare to take the Covid-19 vaccine and all boosters, along with ten other vaccines before attending.
https://t.co/L4sFwKSi8M",2,0,2022-04-16 01:30:00+00:00,,,,,
Lady_M,,@AmerAcadPeds My main question is - when will a COVID vaccine be available for my 1 year old? Cc @US_FDA @pfizer @moderna_tx,2,0,2022-04-16 01:29:47+00:00,,,,,
"Love, Light & Truth",,"@DreadPhil1 Lets look at the side effects of the global depopulation covid vaccine the FDA wanted 75 years to release- or don?? and keep your head buried.
8 pages of side effects don?? lie. Believe what you want-but don?? say you weren?? educated.
https://t.co/S7RiiqAz5F",3,0,2022-04-16 01:29:38+00:00,,,,,
Ed61 ??????,"Perth, Western Australia",Covid vaccine cultists need therapy. You??e been sold a pup and are in denial.,3,0,2022-04-16 01:29:22+00:00,,,,,
Peter K Burian,Canada,"@JamieON94964661 Will this happen in Ontario?
April 13: Quebec cancelling some hospital procedures amid sharp rise in COVID hospitalizations 
The province is not doing well.
Que.: 2,060 in hospital. Population: 8.5 million 
Ont.: 1,391 in hospital. Population: 15 million
https://t.co/NFrsP1OOVQ",2,0,2022-04-16 01:29:14+00:00,,,,,
San Diego Patch,"San Diego, CA",The move means many parents reluctant to get their child vaccinated will have another school year before the state mandate kicks in. https://t.co/8BNiT37F9g,2,0,2022-04-16 01:28:59+00:00,,,,,
??Barry Nash??,North Carolina,"@DrJamesOlsson Similar outbreak in UK. Most of the children are 2-5 years old. None of them had received covid vaccine. Some tested covid positive. 

You??e a genetic engineer? I?? beginning to seriously doubt that.",2,1,2022-04-16 01:28:39+00:00,,,,,
Sam Khawaja,Sydney,COVID-19 vaccine offers protection for pregnant women and newborns https://t.co/sXCHT9r8zG via @My Wonderful Baby,1,0,2022-04-16 01:28:03+00:00,,,,,
Saturday Magazine,"Melbourne, Victoria ,Australia","We need to take advantage of the benefits we have in Australia. There have been many many mistakes in management of covid in Australia. Not shutting down, letting cruise ships in, vaccine stroll out, generally failing to learn from other countries says @UOW Prof Simon Eckermann.",2,0,2022-04-16 01:28:02+00:00,,,,,
"Hanoverton, Ohio",,@CNN SICK of men making laws that does not affect them. Wants the right to refuse a Covid vaccine..but women cannot have rights on their child bearing. How about baby making men forced to give 50% of their earnings to their baby mamas?,2,0,2022-04-16 01:27:23+00:00,,,,,
Eric,,"@Silence93566371 @SnyderforIN03 Inflation was a problem for every country because of Covid. But, Biden has a working vaccine and the ability to right the ship. Instead, he kept trying to use the government to intervene in the economy. You get a fucked up state when that happens",2,0,2022-04-16 01:26:41+00:00,,,,,
Candice Brassard,"Ottawa, Ontario, Canada",@anet2111 Good advice and Covid 19 vaccine clinics not really limiting who gets 4th dose.,2,0,2022-04-16 01:26:18+00:00,,,,,
MadeinNz,,"""Overall, 4,056,029 eligible Kiwis aged 12 and over or 96.4 per cent have now had their first Covid vaccine dose, while 4,005,949 or 95.2 per cent had also had their second jab and 2,609,339 or 71.5 per cent have had their third booster.""
https://t.co/Zrjlu8H5qo",2,0,2022-04-16 01:26:06+00:00,,,,,
The Real Truther,"Orange County, California",@LettersFromOz You realize there are people that exist that believe ivermectin has efficacy vs Covid and the vaccine doesn??? ( ivermectin has 0% efficacy vs Covid as you know.) Your rhetoric feeds those delusional people &amp; that is dangerous and costs lives. Do better.,2,0,2022-04-16 01:24:09+00:00,,,,,
Zaldy Tor,,"@DOHgovph

""COVID-19 mRNA Vaccine BNT162b2 is not recommended for children under 12 years.""? 

https://t.co/8TjHgVtx5R",2,0,2022-04-16 01:23:15+00:00,,,,,
Peter K Burian,Canada,"@dave1agar Will this happen in Ontario?
April 13: Quebec cancelling some hospital procedures amid sharp rise in COVID hospitalizations 
The province is not doing well.
Que.: 2,060 in hospital. Population: 8.5 million 
Ont.: 1,391 in hospital. Population: 15 million
https://t.co/NFrsP1OOVQ",2,0,2022-04-16 01:23:11+00:00,,,,,
Ohemgeeitsalyssa,,"The people on my NextDoor still believe Covid is made up and that hundreds of thousands die from the Covid vaccine. 73170. 

I?? not sure how to even follow that logic??ike. For real. How?!",2,0,2022-04-16 01:22:42+00:00,,,,,
D. Biss,,"Full info on body response after covid immunization
Likely handy info considering a majority are getting ill within 14 days after covid vaccine.
https://t.co/l4uGDQGdPq",2,0,2022-04-16 01:21:54+00:00,,,,,
Jeffrey #IStandWithUkraine,Atlanta,"https://t.co/U4Q8RqdqVM This could be really helpful, especially if you don't like a q-tip jammed up your nostril",2,0,2022-04-16 01:21:05+00:00,,,,,
Beth Lynch??piritualist /MeditationTeacher Author,United States,"Such bullshit! #Freeeedom
Two Yankees players in jeopardy vs. Blue Jays over COVID-19 vaccine status https://t.co/ETw4RHh4nf via @nypostsports",2,0,2022-04-16 01:20:43+00:00,freeeedom,,,,
Peter K Burian,Canada,"@DaleRose111 Will this happen in Ontario?
April 13: Quebec cancelling some hospital procedures amid sharp rise in COVID hospitalizations 
Que.: 2,060 in hospital. Population: 8.5 million 
Ont.: 1,391 in hospital. Population: 15 million
https://t.co/NFrsP1OOVQ",2,0,2022-04-16 01:20:41+00:00,,,,,
Taurin Fox,Inside Zehel's heart. ??@CNN FFS people... Read the article instead of just assuming its from the COVID-19 vaccine. All cases in the US are in one state - Alabama.,2,0,2022-04-16 01:20:20+00:00,,,,,,
opusipuk,"Stockport, Manchester, UK","https://t.co/uGyDoyhfUw What is the TRIPS Agreement for COVID-19 Vaccine Patents? - Community99 
The NLR asks Xie to go more in depth wi...",2,0,2022-04-16 01:20:18+00:00,,,,,
YOUGOTTASEETHIS ??,,"Ya got wonder if Pfizer has already developed a new drug for renal failure!?! Everyone come live on the Pharm!!
 Pfizer?? COVID ??accine??responsible for hepatitis outbreak in children ??Dr. Eddy Bettermann MD https://t.co/hk7INEdcAv",2,0,2022-04-16 01:19:59+00:00,,,,,
David Faris,"Chicago, IL",We have known since SUMMER 2021 that this vaccine is safe for kids and completely unaccountable bureaucrats with no skin in this game  are playing roulette with our children bc they don?? see the antibodies they like. They?? rather every toddler in America get Covid twice.,1,0,2022-04-16 01:19:56+00:00,,,,,
opusipuk,"Stockport, Manchester, UK","https://t.co/HCq1oZH50r What is the TRIPS Agreement for COVID-19 Vaccine Patents? - The National Law Review 
What is the TRIPS Agreement...",2,0,2022-04-16 01:19:40+00:00,,,,,
Peter K Burian,Canada,"@VoiceOfFranky Will this happen in Ontario?
April 13: Quebec cancelling some hospital procedures amid sharp rise in COVID hospitalizations 
Que.: 2,060 in hospital. Population: 8.5 million 
Ont.: 1,391 in hospital. Population: 15 million
https://t.co/NFrsP1OOVQ",2,0,2022-04-16 01:19:13+00:00,,,,,
Dr. Feelgood M.D.,"Winnipeg, Manitoba",@ChristyCeeCK And another weirdo praises the gods of vaccine ?? something the mentally weak and controlled church of covid members do. These people are more brainwashed than the Scientology nuts. The cultists welcome their next injection of mystery chemicals ?? https://t.co/UkOXkBX4PR,2,1,2022-04-16 01:18:48+00:00,,,,,
Wyo Lady,,@FDACBER @DrCaliff_FDA @CDCDirector @CDCgov reminder that this is the 3rd Passover/Easter weekend that many kids &lt;5 will spend in isolation. Our kids deserve to experience some normalcy!! Prioritize a COVID vaccine for kids &lt;5! #ImmunizeUnder5s #OffLabelU5,1,0,2022-04-16 01:18:44+00:00,"immunizeunder5s,offlabelu5",,,,
Proud Indian.,,"@TNNavbharat @iamdeepikayadav #ArvindKejriwal @AAPDelhi @ArvindKejriwal @msisodia 
Our Small Kids are without Covid Vaccine. As Covid cases are rising again in New Delhi, we parents demand online classes for our Small kids. Government should understand and implement immediately. Please save our Kids ????",3,0,2022-04-16 01:17:59+00:00,arvindkejriwal,,,,
Peter K Burian,Canada,"@lisa_iannattone Will this happen in Ontario?
April 13: Quebec cancelling some hospital procedures amid sharp rise in COVID hospitalizations 
Que.: 2,000 in hospital. Population: 8.5 million 
Ont.: 1,391 in hospital. Population: 15 million
https://t.co/NFrsP1OOVQ",2,0,2022-04-16 01:17:36+00:00,,,,,
Peter K Burian,Canada,"@Billius27 Will this happen in Ontario?
April 13: Quebec cancelling some hospital procedures amid sharp rise in COVID hospitalizations 
Que.: 2,000 in hospital. Population: 8.5 million 
Ont.: 1,391 in hospital. Population: 15 million
https://t.co/NFrsP1OOVQ",2,0,2022-04-16 01:17:06+00:00,,,,,
"""Who is John Galt?""",,@ChristyCeeCK #bots don't get COVID and it isn't a vaccine,2,0,2022-04-16 01:16:42+00:00,bots,,,,
J M Jones ????,Canada,"The Public Health and Medical Professionals for Transparency forced the FDA to release Pfizer?? #COVID vaccine trial data, including 9 pages of serious side effects. Liver disease is one of them. #cndpoli #children #VaccineInjury #politics #onpoli 
https://t.co/3S7btp8bqH https://t.co/MEgxs7tSzr",3,0,2022-04-16 01:16:42+00:00,"covid,cndpoli,children,vaccineinjury,politics,onpoli",,,,
Proud Indian.,,"#ArvindKejriwal @AAPDelhi @ArvindKejriwal @msisodia 
Our Small Kids are without Covid Vaccine. As Covid cases are rising again in New Delhi, we parents demand online classes for our Small kids. Government should understand and implement immediately. Please save our Kids ??",1,0,2022-04-16 01:16:07+00:00,arvindkejriwal,,,,
KCBS 106.9 FM/740 AM,San Francisco,"#LISTEN: On today's #AskAnExpert, @StanfordMed's Dr. Yvonne Maldonado broke down to @QuanKCBSradio and @mattbiglerradio why California is waiting before mandating COVID-19 vaccinations for students.
https://t.co/1HTuU5p0ow",2,0,2022-04-16 01:16:00+00:00,"listen,askanexpert",,,,
Hamish,"Sydney, Australia","@scnamecurtaken @nailatrahman @fitterhappierAJ @Alitis__ Same. He started losing me when he started talking about ""natural immunity"". 

Seemed mad idea given that at best, vaccine efficacy meant 5-10% of vaccinated still unprotected as herd immunity out of reach &amp; there was no real info on long covid from breakthrough infections.",2,0,2022-04-16 01:15:59+00:00,,,,,
CovidBard ????,,@ALLRNDCRICKETER @9NewsMelb Two close friends in mid 20s. One with brainstem tumour. One with new MS attack. Neither being linked with vaccine but I wonder. Population rates needed. Be blamed on Covid not Vax of course. Also a cousin blinded in one eye right after vaccine.,3,0,2022-04-16 01:15:39+00:00,,,,,
Proud Indian.,,"@Dir_Education
@Minister_Edu
@msisodia
Our Small Kids are without Covid Vaccine. As Covid cases are rising again in New Delhi, we parents demand online classes for our Small kids. Government should understand and implement immediately. Please save our Kids ?? before it's too late",2,0,2022-04-16 01:15:26+00:00,,,,,
Todd Kano,,"@WPXI Hey @billpeduto your quote in this article that 1st responders should be inoculated before they enter homes? But the vaccinated still get and spread Covid, so how does this vaccine protect anyone?",3,0,2022-04-16 01:15:14+00:00,,,,,
Adzy???????????Victoria,Supposedly we are a small minority of unvaxxed but there are so many of us we are wrecking business profits ??  https://t.co/kQbjnvMAvx,2,0,2022-04-16 01:15:13+00:00,,,,,,
CJ,Your mom?? house,"@TheJuiceStl @chasrmartin @VernonForGA The Covid vaccine is a result of years of research to control Ebola and was found to be effective for Covid. Also, voluntary- even if recommended. It is not new and not a crime against humanity. And Nuremberg? Give me a break.",1,0,2022-04-16 01:15:09+00:00,,,,,
Barbara Malmet,"New York, NY",Covid Live Updates: Moderna to Seek Emergency Authorization for Vaccine for Young Children https://t.co/5kbkUwcNpV,2,0,2022-04-16 01:15:01+00:00,,,,,
